mmsi,timestamp,sim_hours,latitude,longitude,sog_kn,cog_deg,heading_deg,nav_status,vessel_type,vessel_length,vessel_width,draught,source,is_observed
251719391,2026-01-18T07:40:51Z,319.6809,36.730597,21.244345,17.81,313.2,313.2,Interpolated,Passenger,158.8,12.3,6.3,interpolation,False
251719391,2026-01-18T07:40:56Z,319.6822,36.730861,21.244002,17.81,313.2,313.8,UnderWayUsingEngine,Passenger,158.8,12.3,6.3,AIS-terrestrial,True
251719391,2026-01-18T07:45:51Z,319.7643,36.747497,21.22238,17.81,313.2,313.2,Interpolated,Passenger,158.8,12.3,6.3,interpolation,False
251719391,2026-01-18T07:50:51Z,319.8476,36.764397,21.200415,17.81,313.2,313.2,Interpolated,Passenger,158.8,12.3,6.3,interpolation,False
251719391,2026-01-18T07:53:22Z,319.8895,36.772895,21.18937,17.81,313.2,310.8,UnderWayUsingEngine,Passenger,158.8,12.3,6.3,AIS-terrestrial,True
251719391,2026-01-18T07:55:51Z,319.9309,36.781297,21.178449,17.81,313.2,313.2,Interpolated,Passenger,158.8,12.3,6.3,interpolation,False
251719391,2026-01-18T08:00:51Z,320.0143,36.798197,21.156484,17.81,313.2,313.2,Interpolated,Passenger,158.8,12.3,6.3,interpolation,False
251719391,2026-01-18T08:01:10Z,320.0196,36.799268,21.155093,17.81,313.2,316.1,UnderWayUsingEngine,Passenger,158.8,12.3,6.3,AIS-terrestrial,True
251719391,2026-01-18T08:05:51Z,320.0976,36.815098,21.134519,17.81,313.2,313.2,Interpolated,Passenger,158.8,12.3,6.3,interpolation,False
251719391,2026-01-18T08:10:51Z,320.1809,36.831998,21.112553,17.81,313.2,313.2,Interpolated,Passenger,158.8,12.3,6.3,interpolation,False
251719391,2026-01-18T08:15:51Z,320.2643,36.848898,21.090588,17.81,313.2,313.2,Interpolated,Passenger,158.8,12.3,6.3,interpolation,False
251719391,2026-01-18T08:20:51Z,320.3476,36.865798,21.068623,17.81,313.2,313.2,Interpolated,Passenger,158.8,12.3,6.3,interpolation,False
251719391,2026-01-18T08:25:31Z,320.4254,36.881569,21.048126,17.81,313.2,312.1,UnderWayUsingEngine,Passenger,158.8,12.3,6.3,AIS-terrestrial,True
251719391,2026-01-18T08:25:51Z,320.4309,36.882698,21.046658,17.81,313.2,313.2,Interpolated,Passenger,158.8,12.3,6.3,interpolation,False
251719391,2026-01-18T08:30:51Z,320.5143,36.899598,21.024692,17.81,313.2,313.2,Interpolated,Passenger,158.8,12.3,6.3,interpolation,False
251719391,2026-01-18T08:35:51Z,320.5976,36.916499,21.002727,17.81,313.2,313.2,Interpolated,Passenger,158.8,12.3,6.3,interpolation,False
251719391,2026-01-18T08:38:25Z,320.6405,36.925199,20.99142,17.81,313.2,317.9,UnderWayUsingEngine,Passenger,158.8,12.3,6.3,AIS-terrestrial,True
251719391,2026-01-18T08:40:51Z,320.6809,36.933399,20.980762,17.81,313.2,313.2,Interpolated,Passenger,158.8,12.3,6.3,interpolation,False
251719391,2026-01-18T08:45:51Z,320.7643,36.950299,20.958796,17.81,313.2,313.2,Interpolated,Passenger,158.8,12.3,6.3,interpolation,False
251719391,2026-01-18T08:47:39Z,320.7942,36.956362,20.950916,17.81,313.2,314.4,UnderWayUsingEngine,Passenger,158.8,12.3,6.3,AIS-terrestrial,True
251719391,2026-01-18T08:50:51Z,320.8476,36.967199,20.936831,17.81,313.2,313.2,Interpolated,Passenger,158.8,12.3,6.3,interpolation,False
251719391,2026-01-18T08:55:23Z,320.9232,36.982532,20.916903,17.81,313.2,314.5,UnderWayUsingEngine,Passenger,158.8,12.3,6.3,AIS-terrestrial,True
251719391,2026-01-18T08:55:51Z,320.9309,36.984099,20.914866,17.81,313.2,313.2,Interpolated,Passenger,158.8,12.3,6.3,interpolation,False
251719391,2026-01-18T09:00:51Z,321.0143,37.001,20.8929,17.81,313.2,313.2,Interpolated,Passenger,158.8,12.3,6.3,interpolation,False
251719391,2026-01-18T09:05:51Z,321.0976,37.0179,20.870935,17.81,313.2,313.2,Interpolated,Passenger,158.8,12.3,6.3,interpolation,False
251719391,2026-01-18T09:06:40Z,321.1112,37.020663,20.867344,17.81,313.2,316.0,UnderWayUsingEngine,Passenger,158.8,12.3,6.3,AIS-terrestrial,True
251719391,2026-01-18T09:10:51Z,321.1809,37.0348,20.84897,17.81,313.2,313.2,Interpolated,Passenger,158.8,12.3,6.3,interpolation,False
251719391,2026-01-18T09:12:26Z,321.2074,37.040156,20.842008,17.81,313.2,311.4,UnderWayUsingEngine,Passenger,158.8,12.3,6.3,AIS-terrestrial,True
251719391,2026-01-18T09:15:51Z,321.2643,37.0517,20.827004,17.81,313.2,313.2,Interpolated,Passenger,158.8,12.3,6.3,interpolation,False
251719391,2026-01-18T09:19:27Z,321.3244,37.0639,20.811148,17.81,313.2,311.7,UnderWayUsingEngine,Passenger,158.8,12.3,6.3,AIS-terrestrial,True
251719391,2026-01-18T09:20:51Z,321.3476,37.0686,20.805039,17.81,313.2,313.2,Interpolated,Passenger,158.8,12.3,6.3,interpolation,False
251719391,2026-01-18T09:25:51Z,321.4309,37.0855,20.783074,17.81,313.2,313.2,Interpolated,Passenger,158.8,12.3,6.3,interpolation,False
251719391,2026-01-18T09:26:24Z,321.44,37.087346,20.780675,17.81,313.2,308.7,UnderWayUsingEngine,Passenger,158.8,12.3,6.3,AIS-terrestrial,True
251719391,2026-01-18T09:30:51Z,321.5143,37.102401,20.761108,17.81,313.2,313.2,Interpolated,Passenger,158.8,12.3,6.3,interpolation,False
251719391,2026-01-18T09:32:47Z,321.5465,37.108931,20.752621,17.81,313.2,310.9,UnderWayUsingEngine,Passenger,158.8,12.3,6.3,AIS-terrestrial,True
251719391,2026-01-18T09:35:51Z,321.5976,37.119301,20.739143,17.81,313.2,313.2,Interpolated,Passenger,158.8,12.3,6.3,interpolation,False
251719391,2026-01-18T09:40:51Z,321.6809,37.136201,20.717178,17.81,313.2,313.2,Interpolated,Passenger,158.8,12.3,6.3,interpolation,False
251719391,2026-01-18T09:43:55Z,321.7321,37.146569,20.703702,17.81,313.2,311.4,UnderWayUsingEngine,Passenger,158.8,12.3,6.3,AIS-terrestrial,True
251719391,2026-01-18T09:45:51Z,321.7643,37.153101,20.695212,17.81,313.2,313.2,Interpolated,Passenger,158.8,12.3,6.3,interpolation,False
251719391,2026-01-18T09:50:51Z,321.8476,37.170001,20.673247,17.81,313.2,313.2,Interpolated,Passenger,158.8,12.3,6.3,interpolation,False
251719391,2026-01-18T09:52:44Z,321.879,37.176364,20.664977,17.81,313.2,314.3,UnderWayUsingEngine,Passenger,158.8,12.3,6.3,AIS-terrestrial,True
251719391,2026-01-18T09:55:51Z,321.9309,37.186901,20.651282,17.81,313.2,313.2,Interpolated,Passenger,158.8,12.3,6.3,interpolation,False
251719391,2026-01-18T10:00:51Z,322.0143,37.203802,20.629317,17.81,313.2,313.2,Interpolated,Passenger,158.8,12.3,6.3,interpolation,False
251719391,2026-01-18T10:04:27Z,322.0742,37.215956,20.613519,17.81,313.2,320.0,UnderWayUsingEngine,Passenger,158.8,12.3,6.3,AIS-terrestrial,True
251719391,2026-01-18T10:05:51Z,322.0976,37.220702,20.607351,17.81,313.2,313.2,Interpolated,Passenger,158.8,12.3,6.3,interpolation,False
251719391,2026-01-18T10:10:51Z,322.1809,37.237602,20.585386,17.81,313.2,313.2,Interpolated,Passenger,158.8,12.3,6.3,interpolation,False
251719391,2026-01-18T10:13:52Z,322.2314,37.247827,20.572097,17.81,313.2,317.4,UnderWayUsingEngine,Passenger,158.8,12.3,6.3,AIS-terrestrial,True
251719391,2026-01-18T10:15:51Z,322.2643,37.254502,20.563421,17.81,313.2,313.2,Interpolated,Passenger,158.8,12.3,6.3,interpolation,False
251719391,2026-01-18T10:20:51Z,322.3476,37.271402,20.541455,17.81,313.2,313.2,Interpolated,Passenger,158.8,12.3,6.3,interpolation,False
251719391,2026-01-18T10:24:29Z,322.4083,37.28371,20.525459,17.81,313.2,318.1,UnderWayUsingEngine,Passenger,158.8,12.3,6.3,AIS-terrestrial,True
251719391,2026-01-18T10:25:51Z,322.4309,37.288303,20.51949,17.81,313.2,313.2,Interpolated,Passenger,158.8,12.3,6.3,interpolation,False
251719391,2026-01-18T10:30:51Z,322.5143,37.305203,20.497525,17.81,313.2,313.2,Interpolated,Passenger,158.8,12.3,6.3,interpolation,False
251719391,2026-01-18T10:35:03Z,322.5843,37.319412,20.479056,17.81,313.2,311.7,UnderWayUsingEngine,Passenger,158.8,12.3,6.3,AIS-terrestrial,True
251719391,2026-01-18T10:35:51Z,322.5976,37.322103,20.475559,17.81,313.2,313.2,Interpolated,Passenger,158.8,12.3,6.3,interpolation,False
251719391,2026-01-18T10:40:51Z,322.6809,37.339003,20.453594,17.81,313.2,313.2,Interpolated,Passenger,158.8,12.3,6.3,interpolation,False
251719391,2026-01-18T10:44:23Z,322.7399,37.350963,20.438049,17.81,313.2,314.9,UnderWayUsingEngine,Passenger,158.8,12.3,6.3,AIS-terrestrial,True
251719391,2026-01-18T10:45:51Z,322.7643,37.355903,20.431629,17.81,313.2,313.2,Interpolated,Passenger,158.8,12.3,6.3,interpolation,False
251719391,2026-01-18T10:50:51Z,322.8476,37.372803,20.409663,17.81,313.2,313.2,Interpolated,Passenger,158.8,12.3,6.3,interpolation,False
251719391,2026-01-18T10:53:06Z,322.8851,37.380407,20.399781,17.81,313.2,307.9,UnderWayUsingEngine,Passenger,158.8,12.3,6.3,AIS-terrestrial,True
251719391,2026-01-18T10:55:51Z,322.9309,37.389704,20.387698,17.81,313.2,313.2,Interpolated,Passenger,158.8,12.3,6.3,interpolation,False
251719391,2026-01-18T11:00:51Z,323.0143,37.406604,20.365733,17.81,313.2,313.2,Interpolated,Passenger,158.8,12.3,6.3,interpolation,False
251719391,2026-01-18T11:05:51Z,323.0976,37.423504,20.343767,17.81,313.2,313.2,Interpolated,Passenger,158.8,12.3,6.3,interpolation,False
251719391,2026-01-18T11:10:51Z,323.1809,37.440404,20.321802,17.81,313.2,313.2,Interpolated,Passenger,158.8,12.3,6.3,interpolation,False
251719391,2026-01-18T11:15:51Z,323.2643,37.457304,20.299837,17.81,313.2,313.2,Interpolated,Passenger,158.8,12.3,6.3,interpolation,False
251719391,2026-01-18T11:17:55Z,323.2989,37.46432,20.290719,17.81,313.2,312.8,UnderWayUsingEngine,Passenger,158.8,12.3,6.3,AIS-terrestrial,True
251719391,2026-01-18T11:20:51Z,323.3476,37.474204,20.277871,17.81,313.2,313.2,Interpolated,Passenger,158.8,12.3,6.3,interpolation,False
251719391,2026-01-18T11:25:51Z,323.4309,37.491105,20.255906,17.81,313.2,313.2,Interpolated,Passenger,158.8,12.3,6.3,interpolation,False
251719391,2026-01-18T11:26:58Z,323.4496,37.494883,20.250995,17.81,313.2,311.3,UnderWayUsingEngine,Passenger,158.8,12.3,6.3,AIS-terrestrial,True
251719391,2026-01-18T11:30:51Z,323.5143,37.508005,20.233941,17.81,313.2,313.2,Interpolated,Passenger,158.8,12.3,6.3,interpolation,False
251719391,2026-01-18T11:32:31Z,323.5421,37.513644,20.226611,17.81,313.2,310.8,UnderWayUsingEngine,Passenger,158.8,12.3,6.3,AIS-terrestrial,True
251719391,2026-01-18T11:35:51Z,323.5976,37.524905,20.211976,17.81,313.2,313.2,Interpolated,Passenger,158.8,12.3,6.3,interpolation,False
