scene_id,event_id,tile_id,acquisition_timestamp,sim_hours,latitude,longitude,bbox,sensor,product_type,polarization,acquisition_mode,pixel_spacing_m,scene_size_px,incidence_angle_deg,image_path,mask_path,quicklook_path,mask_available,oil_present,lookalike_present,ship_present,land_present,pre_release_scene,true_oil_area_km2,true_oil_major_km,true_oil_minor_km,true_oil_orientation_deg,f1_detected,f1_confidence,f1_lookalike_merged,f1_partial,wind_speed_ms,current_speed_ms,contrast_factor,ground_truth_source,label_confidence,data_quality_flag,source_dataset,license,split
S1_EVT0001_10,EVT0001,T00011,2026-01-15T08:24:28Z,248.408,38.501258,21.55926,"21.44696,38.40927,21.67156,38.59324",Sentinel-1,GRD,VV+VH,IW,40.0,512,35.44,images\S1_EVT0001_10.npy,masks\S1_EVT0001_10.png,quicklook\S1_EVT0001_10.png,True,False,True,True,False,False,0.0,0.0,0.0,0.0,False,0.0,False,False,5.492,0.9302,1.0,simulation,0.934,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),train
S1_EVT0002_00,EVT0002,T00012,2026-01-12T20:07:37Z,188.127,38.124103,18.430041,"18.31775,38.03212,18.54234,38.21609",Sentinel-1,GRD,VV+VH,IW,40.0,512,37.82,images\S1_EVT0002_00.npy,masks\S1_EVT0002_00.png,quicklook\S1_EVT0002_00.png,True,True,True,True,True,False,6.0517,3.55,2.292,59.09,False,0.0,False,False,0.412,0.2767,0.15,simulation,0.811,low_contrast,OceanGuard-Synth,CC-BY-4.0 (synthetic),train
S1_EVT0002_01,EVT0002,T00013,2026-01-13T13:49:27Z,205.824,38.131506,18.309332,"18.19704,38.03952,18.42163,38.22349",Sentinel-1,GRD,VV+VH,IW,40.0,512,32.93,images\S1_EVT0002_01.npy,masks\S1_EVT0002_01.png,quicklook\S1_EVT0002_01.png,True,True,True,True,False,False,35.7053,15.375,3.936,175.66,True,0.956,False,True,3.538,0.1441,1.0,simulation,0.99,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),train
S1_EVT0002_02,EVT0002,T00014,2026-01-14T03:24:19Z,219.406,38.257762,18.469747,"18.35745,38.16578,18.58204,38.34975",Sentinel-1,GRD,VV+VH,IW,40.0,512,35.17,images\S1_EVT0002_02.npy,masks\S1_EVT0002_02.png,quicklook\S1_EVT0002_02.png,True,True,True,True,False,False,46.2952,21.546,4.662,24.33,True,0.817,True,False,2.832,0.6462,0.905,simulation,0.966,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),train
S1_EVT0002_03,EVT0002,T00015,2026-01-14T20:11:02Z,236.184,38.436706,18.340652,"18.22836,38.34472,18.45295,38.52869",Sentinel-1,GRD,VV+VH,IW,40.0,512,39.44,images\S1_EVT0002_03.npy,masks\S1_EVT0002_03.png,quicklook\S1_EVT0002_03.png,True,True,True,False,False,False,72.958,19.839,7.218,63.27,False,0.0,False,False,7.478,0.1121,1.0,simulation,0.925,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),train
S1_EVT0002_04,EVT0002,T00016,2026-01-15T14:36:21Z,254.606,38.423864,18.473256,"18.36096,38.33188,18.58555,38.51585",Sentinel-1,GRD,VV+VH,IW,40.0,512,30.2,images\S1_EVT0002_04.npy,masks\S1_EVT0002_04.png,quicklook\S1_EVT0002_04.png,True,True,True,True,True,False,42.6023,14.109,4.961,49.91,True,0.981,False,False,7.733,0.7181,1.0,simulation,0.949,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),train
S1_EVT0002_05,EVT0002,T00017,2026-01-16T07:34:03Z,271.568,38.501258,18.433408,"18.32111,38.40927,18.54570,38.59324",Sentinel-1,GRD,VV+VH,IW,40.0,512,42.11,images\S1_EVT0002_05.npy,masks\S1_EVT0002_05.png,quicklook\S1_EVT0002_05.png,True,True,True,False,False,False,29.4862,11.17,4.866,31.43,True,0.554,True,True,1.639,0.2563,0.229,simulation,0.874,low_contrast,OceanGuard-Synth,CC-BY-4.0 (synthetic),train
S1_EVT0002_06,EVT0002,T00018,2026-01-17T00:08:47Z,288.147,38.501258,18.602331,"18.49004,38.40927,18.71463,38.59324",Sentinel-1,GRD,VV+VH,IW,40.0,512,37.56,images\S1_EVT0002_06.npy,masks\S1_EVT0002_06.png,quicklook\S1_EVT0002_06.png,True,False,False,True,False,False,0.0,0.0,0.0,0.0,False,0.0,False,False,4.681,0.6384,1.0,simulation,0.906,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),train
S1_EVT0002_07,EVT0002,T00019,2026-01-17T20:23:49Z,308.397,38.501258,18.72387,"18.61157,38.40927,18.83617,38.59324",Sentinel-1,GRD,VV+VH,IW,40.0,512,30.89,images\S1_EVT0002_07.npy,masks\S1_EVT0002_07.png,quicklook\S1_EVT0002_07.png,True,False,False,False,False,False,0.0,0.0,0.0,0.0,False,0.0,False,False,7.838,0.1638,1.0,simulation,0.911,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),train
S1_EVT0002_08,EVT0002,T00020,2026-01-18T17:16:33Z,329.276,38.501258,18.995861,"18.88357,38.40927,19.10816,38.59324",Sentinel-1,GRD,VV+VH,IW,40.0,512,42.93,images\S1_EVT0002_08.npy,masks\S1_EVT0002_08.png,quicklook\S1_EVT0002_08.png,True,False,True,True,False,False,0.0,0.0,0.0,0.0,False,0.0,False,False,2.406,0.9629,0.664,simulation,0.831,low_contrast,OceanGuard-Synth,CC-BY-4.0 (synthetic),train
S1_EVT0002_09,EVT0002,T00021,2026-01-19T11:41:42Z,347.695,38.501258,19.144696,"19.03240,38.40927,19.25699,38.59324",Sentinel-1,GRD,VV+VH,IW,40.0,512,32.32,images\S1_EVT0002_09.npy,masks\S1_EVT0002_09.png,quicklook\S1_EVT0002_09.png,True,False,True,True,False,False,0.0,0.0,0.0,0.0,False,0.0,False,False,0.308,0.5023,0.15,simulation,0.825,low_contrast,OceanGuard-Synth,CC-BY-4.0 (synthetic),train
S1_EVT0003_00,EVT0003,T00022,2026-01-11T11:52:26Z,155.874,35.905154,18.879224,"18.76693,35.81317,18.99152,35.99714",Sentinel-1,GRD,VV+VH,IW,40.0,512,36.56,images\S1_EVT0003_00.npy,masks\S1_EVT0003_00.png,quicklook\S1_EVT0003_00.png,True,True,False,True,False,False,8.1253,4.153,2.996,143.16,True,0.769,False,False,0.991,0.3357,0.15,simulation,0.802,low_contrast,OceanGuard-Synth,CC-BY-4.0 (synthetic),val
S1_EVT0003_01,EVT0003,T00023,2026-01-12T04:39:18Z,172.655,36.010771,19.03984,"18.92754,35.91878,19.15214,36.10276",Sentinel-1,GRD,VV+VH,IW,40.0,512,41.67,images\S1_EVT0003_01.npy,masks\S1_EVT0003_01.png,quicklook\S1_EVT0003_01.png,True,True,True,False,True,False,31.332,13.239,3.982,53.55,True,0.99,False,False,4.05,0.6035,1.0,simulation,0.967,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),val
S1_EVT0003_02,EVT0003,T00024,2026-01-12T22:10:05Z,190.168,36.238819,19.079058,"18.96676,36.14683,19.19135,36.33081",Sentinel-1,GRD,VV+VH,IW,40.0,512,39.06,images\S1_EVT0003_02.npy,masks\S1_EVT0003_02.png,quicklook\S1_EVT0003_02.png,True,True,True,True,False,False,23.4272,8.0,4.699,91.58,True,0.8,True,False,9.03,0.3248,1.0,simulation,0.892,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),val
S1_EVT0003_03,EVT0003,T00025,2026-01-13T15:15:59Z,207.266,36.366893,19.328141,"19.21585,36.27491,19.44044,36.45888",Sentinel-1,GRD,VV+VH,IW,40.0,512,31.84,images\S1_EVT0003_03.npy,masks\S1_EVT0003_03.png,quicklook\S1_EVT0003_03.png,True,True,True,True,True,False,20.9924,8.296,3.865,23.56,True,0.775,True,True,5.187,0.6398,1.0,simulation,0.886,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),val
S1_EVT0003_04,EVT0003,T00026,2026-01-14T06:04:23Z,222.073,36.646482,19.443046,"19.33075,36.55449,19.55534,36.73847",Sentinel-1,GRD,VV+VH,IW,40.0,512,43.09,images\S1_EVT0003_04.npy,masks\S1_EVT0003_04.png,quicklook\S1_EVT0003_04.png,True,True,True,False,False,False,29.5532,7.539,6.033,17.93,True,0.902,False,True,5.504,0.3115,1.0,simulation,0.99,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),val
S1_EVT0003_05,EVT0003,T00027,2026-01-14T22:11:56Z,238.199,36.794201,19.629085,"19.51679,36.70221,19.74138,36.88619",Sentinel-1,GRD,VV+VH,IW,40.0,512,34.11,images\S1_EVT0003_05.npy,masks\S1_EVT0003_05.png,quicklook\S1_EVT0003_05.png,True,True,True,True,False,False,32.2053,15.792,3.763,25.67,False,0.0,False,False,4.213,0.7158,1.0,simulation,0.906,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),val
S1_EVT0003_06,EVT0003,T00028,2026-01-15T16:42:11Z,256.703,37.08169,19.679644,"19.56735,36.98970,19.79194,37.17368",Sentinel-1,GRD,VV+VH,IW,40.0,512,38.96,images\S1_EVT0003_06.npy,masks\S1_EVT0003_06.png,quicklook\S1_EVT0003_06.png,True,True,True,True,True,False,39.6966,13.612,4.766,108.15,True,0.99,False,False,5.182,0.2649,1.0,simulation,0.951,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),val
S1_EVT0003_07,EVT0003,T00029,2026-01-16T11:44:25Z,275.74,37.15356,19.675514,"19.56322,37.06157,19.78781,37.24555",Sentinel-1,GRD,VV+VH,IW,40.0,512,35.5,images\S1_EVT0003_07.npy,masks\S1_EVT0003_07.png,quicklook\S1_EVT0003_07.png,True,True,True,True,False,False,41.8385,19.329,3.595,15.83,True,0.693,True,True,6.877,0.4262,1.0,simulation,0.958,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),val
S1_EVT0003_08,EVT0003,T00030,2026-01-17T09:15:10Z,297.253,37.357423,19.463912,"19.35162,37.26544,19.57621,37.44941",Sentinel-1,GRD,VV+VH,IW,40.0,512,43.42,images\S1_EVT0003_08.npy,masks\S1_EVT0003_08.png,quicklook\S1_EVT0003_08.png,True,True,True,True,False,False,47.2674,18.564,4.152,141.66,True,0.99,False,False,7.225,0.4854,1.0,simulation,0.989,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),val
S1_EVT0003_09,EVT0003,T00031,2026-01-18T05:52:43Z,317.879,37.334612,19.572312,"19.46002,37.24263,19.68461,37.42660",Sentinel-1,GRD,VV+VH,IW,40.0,512,44.55,images\S1_EVT0003_09.npy,masks\S1_EVT0003_09.png,quicklook\S1_EVT0003_09.png,True,True,True,True,False,False,40.6421,18.068,4.201,24.72,True,0.772,False,True,2.34,0.3158,0.626,simulation,0.889,low_contrast,OceanGuard-Synth,CC-BY-4.0 (synthetic),val
S1_EVT0004_00,EVT0004,T00032,2026-01-06T14:03:35Z,38.06,37.579387,21.894715,"21.78242,37.48740,22.00701,37.67137",Sentinel-1,GRD,VV+VH,IW,40.0,512,40.49,images\S1_EVT0004_00.npy,masks\S1_EVT0004_00.png,quicklook\S1_EVT0004_00.png,True,True,True,True,False,False,15.814,4.757,4.709,170.64,True,0.99,False,False,4.527,0.1697,1.0,simulation,0.96,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),train
S1_EVT0004_01,EVT0004,T00033,2026-01-07T11:51:13Z,59.854,37.527944,21.931003,"21.81871,37.43596,22.04330,37.61993",Sentinel-1,GRD,VV+VH,IW,40.0,512,32.76,images\S1_EVT0004_01.npy,masks\S1_EVT0004_01.png,quicklook\S1_EVT0004_01.png,True,True,True,True,False,False,22.7572,10.9,3.556,12.35,True,0.99,False,False,3.744,0.5693,1.0,simulation,0.929,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),train
S1_EVT0004_02,EVT0004,T00034,2026-01-08T06:44:48Z,78.747,37.607413,22.211023,"22.09873,37.51543,22.32332,37.69940",Sentinel-1,GRD,VV+VH,IW,40.0,512,33.85,images\S1_EVT0004_02.npy,masks\S1_EVT0004_02.png,quicklook\S1_EVT0004_02.png,True,True,True,True,True,False,52.6769,15.582,5.681,29.91,True,0.99,False,False,8.991,0.3397,1.0,simulation,0.936,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),train
S1_EVT0004_03,EVT0004,T00035,2026-01-09T04:04:08Z,100.069,37.980894,22.274246,"22.16195,37.88891,22.38654,38.07288",Sentinel-1,GRD,VV+VH,IW,40.0,512,33.89,images\S1_EVT0004_03.npy,masks\S1_EVT0004_03.png,quicklook\S1_EVT0004_03.png,True,True,True,True,True,False,17.1172,9.041,3.092,18.18,True,0.99,False,False,10.443,0.6829,1.0,simulation,0.99,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),train
S1_EVT0004_04,EVT0004,T00036,2026-01-09T23:24:42Z,119.412,38.179897,22.274246,"22.16195,38.08791,22.38654,38.27188",Sentinel-1,GRD,VV+VH,IW,40.0,512,34.46,images\S1_EVT0004_04.npy,masks\S1_EVT0004_04.png,quicklook\S1_EVT0004_04.png,True,False,False,True,False,False,0.0,0.0,0.0,0.0,False,0.0,False,False,11.51,0.1999,1.0,simulation,0.923,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),train
S1_EVT0004_05,EVT0004,T00037,2026-01-10T14:44:05Z,134.735,38.468045,22.274246,"22.16195,38.37606,22.38654,38.56003",Sentinel-1,GRD,VV+VH,IW,40.0,512,30.81,images\S1_EVT0004_05.npy,masks\S1_EVT0004_05.png,quicklook\S1_EVT0004_05.png,True,False,True,True,False,False,0.0,0.0,0.0,0.0,False,0.0,False,False,10.452,0.0532,1.0,simulation,0.958,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),train
S1_EVT0004_06,EVT0004,T00038,2026-01-11T04:40:08Z,148.669,38.501258,22.274246,"22.16195,38.40927,22.38654,38.59324",Sentinel-1,GRD,VV+VH,IW,40.0,512,30.13,images\S1_EVT0004_06.npy,masks\S1_EVT0004_06.png,quicklook\S1_EVT0004_06.png,True,False,False,True,False,False,0.0,0.0,0.0,0.0,False,0.0,False,False,4.211,0.3419,1.0,simulation,0.937,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),train
S1_EVT0004_07,EVT0004,T00039,2026-01-11T22:13:06Z,166.218,38.501258,22.274246,"22.16195,38.40927,22.38654,38.59324",Sentinel-1,GRD,VV+VH,IW,40.0,512,44.99,images\S1_EVT0004_07.npy,masks\S1_EVT0004_07.png,quicklook\S1_EVT0004_07.png,True,False,True,True,False,False,0.0,0.0,0.0,0.0,False,0.0,False,False,3.016,0.3619,1.0,simulation,0.891,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),train
S1_EVT0004_08,EVT0004,T00040,2026-01-12T11:56:09Z,179.936,38.501258,22.274246,"22.16195,38.40927,22.38654,38.59324",Sentinel-1,GRD,VV+VH,IW,40.0,512,33.48,images\S1_EVT0004_08.npy,masks\S1_EVT0004_08.png,quicklook\S1_EVT0004_08.png,True,False,True,False,False,False,0.0,0.0,0.0,0.0,False,0.0,False,False,8.744,0.4996,1.0,simulation,0.99,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),train
S1_EVT0004_09,EVT0004,T00041,2026-01-13T04:58:10Z,196.969,38.501258,22.274246,"22.16195,38.40927,22.38654,38.59324",Sentinel-1,GRD,VV+VH,IW,40.0,512,41.69,images\S1_EVT0004_09.npy,masks\S1_EVT0004_09.png,quicklook\S1_EVT0004_09.png,True,False,True,True,False,False,0.0,0.0,0.0,0.0,False,0.0,False,False,13.089,0.5373,0.691,simulation,0.925,low_contrast,OceanGuard-Synth,CC-BY-4.0 (synthetic),train
S1_EVT0005_00,EVT0005,T00042,2026-01-12T13:31:12Z,181.52,36.936703,19.89461,"19.78231,36.84472,20.00691,37.02869",Sentinel-1,GRD,VV+VH,IW,40.0,512,38.61,images\S1_EVT0005_00.npy,masks\S1_EVT0005_00.png,quicklook\S1_EVT0005_00.png,True,True,True,True,True,False,22.6113,9.336,3.649,135.1,False,0.0,False,False,2.087,0.4711,0.483,simulation,0.863,low_contrast,OceanGuard-Synth,CC-BY-4.0 (synthetic),test
S1_EVT0005_01,EVT0005,T00043,2026-01-13T05:26:45Z,197.446,37.160439,19.679692,"19.56740,37.06845,19.79199,37.25243",Sentinel-1,GRD,VV+VH,IW,40.0,512,42.37,images\S1_EVT0005_01.npy,masks\S1_EVT0005_01.png,quicklook\S1_EVT0005_01.png,True,True,True,True,False,False,50.5626,20.708,4.569,85.69,True,0.873,False,False,1.878,0.7313,0.364,simulation,0.766,low_contrast,OceanGuard-Synth,CC-BY-4.0 (synthetic),test
S1_EVT0005_02,EVT0005,T00044,2026-01-13T20:00:25Z,212.007,37.416016,19.717256,"19.60496,37.32403,19.82955,37.50800",Sentinel-1,GRD,VV+VH,IW,40.0,512,44.37,images\S1_EVT0005_02.npy,masks\S1_EVT0005_02.png,quicklook\S1_EVT0005_02.png,True,True,False,True,False,False,55.5226,16.749,8.768,51.31,True,0.99,False,False,8.454,0.2573,1.0,simulation,0.905,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),test
S1_EVT0005_03,EVT0005,T00045,2026-01-14T14:12:40Z,230.211,37.565593,19.900234,"19.78794,37.47361,20.01253,37.65758",Sentinel-1,GRD,VV+VH,IW,40.0,512,35.4,images\S1_EVT0005_03.npy,masks\S1_EVT0005_03.png,quicklook\S1_EVT0005_03.png,True,True,False,True,False,False,57.3795,24.825,4.233,34.96,True,0.99,False,False,10.305,0.9092,1.0,simulation,0.867,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),test
S1_EVT0005_04,EVT0005,T00046,2026-01-15T12:50:55Z,252.849,37.788841,19.966999,"19.85470,37.69685,20.07929,37.88083",Sentinel-1,GRD,VV+VH,IW,40.0,512,38.42,images\S1_EVT0005_04.npy,masks\S1_EVT0005_04.png,quicklook\S1_EVT0005_04.png,True,True,True,False,True,False,64.8437,21.63,7.755,33.12,True,0.828,True,False,8.172,0.3984,1.0,simulation,0.979,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),test
S1_EVT0005_05,EVT0005,T00047,2026-01-16T05:14:19Z,269.239,38.001014,20.12579,"20.01349,37.90903,20.23809,38.09300",Sentinel-1,GRD,VV+VH,IW,40.0,512,31.4,images\S1_EVT0005_05.npy,masks\S1_EVT0005_05.png,quicklook\S1_EVT0005_05.png,True,True,True,True,False,False,57.8088,27.515,4.652,40.99,True,0.807,True,False,3.651,0.4507,1.0,simulation,0.861,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),test
S1_EVT0005_06,EVT0005,T00048,2026-01-16T21:40:17Z,285.672,38.23711,20.019709,"19.90741,38.14512,20.13200,38.32910",Sentinel-1,GRD,VV+VH,IW,40.0,512,43.98,images\S1_EVT0005_06.npy,masks\S1_EVT0005_06.png,quicklook\S1_EVT0005_06.png,True,True,True,True,False,False,65.5035,25.737,5.39,123.95,True,0.99,False,False,7.005,0.2424,1.0,simulation,0.968,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),test
S1_EVT0005_07,EVT0005,T00049,2026-01-17T19:34:59Z,307.583,38.317428,20.187974,"20.07568,38.22544,20.30027,38.40941",Sentinel-1,GRD,VV+VH,IW,40.0,512,36.36,images\S1_EVT0005_07.npy,masks\S1_EVT0005_07.png,quicklook\S1_EVT0005_07.png,True,True,True,True,False,False,24.6018,9.417,4.485,28.59,True,0.99,False,False,5.35,0.2261,1.0,simulation,0.99,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),test
S1_EVT0005_08,EVT0005,T00050,2026-01-18T13:27:56Z,325.466,38.346266,20.117604,"20.00531,38.25428,20.22990,38.43825",Sentinel-1,GRD,VV+VH,IW,40.0,512,41.46,images\S1_EVT0005_08.npy,masks\S1_EVT0005_08.png,quicklook\S1_EVT0005_08.png,True,True,True,True,True,False,20.0015,7.91,4.255,171.94,True,0.52,True,False,1.23,0.4049,0.15,simulation,0.865,low_contrast,OceanGuard-Synth,CC-BY-4.0 (synthetic),test
S1_EVT0005_09,EVT0005,T00051,2026-01-19T02:38:30Z,338.642,38.498882,20.35606,"20.24376,38.40689,20.46836,38.59087",Sentinel-1,GRD,VV+VH,IW,40.0,512,39.23,images\S1_EVT0005_09.npy,masks\S1_EVT0005_09.png,quicklook\S1_EVT0005_09.png,True,True,True,True,False,False,31.2742,11.801,4.434,10.32,True,0.99,False,True,6.656,0.6242,1.0,simulation,0.99,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),test
S1_EVT0006_00,EVT0006,T00052,2026-01-06T14:04:23Z,38.073,35.80207,21.816192,"21.70390,35.71008,21.92849,35.89406",Sentinel-1,GRD,VV+VH,IW,40.0,512,40.66,images\S1_EVT0006_00.npy,masks\S1_EVT0006_00.png,quicklook\S1_EVT0006_00.png,True,True,True,True,False,False,11.805,5.724,2.644,61.86,True,0.99,False,False,3.627,0.6,1.0,simulation,0.885,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),test
S1_EVT0006_01,EVT0006,T00053,2026-01-07T11:14:04Z,59.234,36.064361,21.962147,"21.84985,35.97237,22.07444,36.15635",Sentinel-1,GRD,VV+VH,IW,40.0,512,44.91,images\S1_EVT0006_01.npy,masks\S1_EVT0006_01.png,quicklook\S1_EVT0006_01.png,True,True,True,True,False,False,30.206,10.134,4.523,32.0,True,0.99,False,False,6.267,0.0271,1.0,simulation,0.914,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),test
S1_EVT0006_02,EVT0006,T00054,2026-01-08T04:39:11Z,76.653,36.177744,22.053085,"21.94079,36.08576,22.16538,36.26973",Sentinel-1,GRD,VV+VH,IW,40.0,512,37.99,images\S1_EVT0006_02.npy,masks\S1_EVT0006_02.png,quicklook\S1_EVT0006_02.png,True,True,False,True,False,False,51.607,22.444,4.314,42.58,True,0.879,False,True,5.995,0.7906,1.0,simulation,0.99,nominal,OceanGuard-Synth,CC-BY-4.0 (synthetic),test
