event_id,mmsi,track_id,is_true_source,vessel_type,vessel_length,vessel_width,draught,first_timestamp,last_timestamp,track_duration_h,number_of_observations,gap_count,max_gap_hours,track_completeness,distance_to_source_km,distance_to_source_interpolated_km,distance_to_source_effective_km,closest_approach_is_interpolated,dark_gap_over_source,dark_gap_over_source_hours,closest_approach_timestamp,interpolated_closest_timestamp,temporal_compatibility,track_overlap,speed_compatibility,course_compatibility,ais_gap_ratio_origin_window,observed_speed_kn,observed_course_deg,slick_drift_speed_kn,slick_drift_course_deg,source_hypothesis_id
EVT0008,649261623,EVT0008-649261623,False,Passenger,144.3,17.4,6.0,2026-01-11T08:51:27Z,2026-01-11T15:01:20Z,6.165,46,0,0.343,0.1734,25.189,24.804,24.804,False,False,0.0,2026-01-11T15:01:20Z,2026-01-11T15:04:08Z,0.1364,0.0,0.0374,0.3062,1.0,20.01,30.8,0.29,278.0,EVT0008-HBEST
EVT0008,527201014,EVT0008-527201014,False,Passenger,70.7,23.3,2.1,2026-01-10T15:27:55Z,2026-01-11T13:29:59Z,22.034,194,2,3.306,0.4979,46.785,46.777,46.777,False,False,0.0,2026-01-11T04:25:38Z,2026-01-11T04:22:08Z,0.1974,0.4235,0.0729,0.7687,0.5452,16.0,220.5,0.29,278.0,EVT0008-HBEST
EVT0008,425372509,EVT0008-425372509,False,Tug,21.2,11.1,2.0,2026-01-10T03:09:17Z,2026-01-10T21:30:38Z,18.356,154,0,0.302,0.5251,72.447,72.448,72.447,False,False,0.0,2026-01-10T06:14:14Z,2026-01-10T06:16:08Z,0.0563,1.0,0.2354,0.0954,0.0123,8.97,62.0,0.29,278.0,EVT0008-HBEST
EVT0009,387800812,EVT0009-387800812,True,Passenger,73.8,11.0,2.3,2026-01-06T10:15:42Z,2026-01-07T03:00:05Z,16.74,85,1,4.878,0.3123,35.108,10.433,10.433,True,True,4.703,2026-01-06T18:08:14Z,2026-01-06T19:07:12Z,0.85,0.5952,0.051,0.0793,0.3437,18.83,177.9,0.97,30.6,EVT0009-HBEST
EVT0009,387871080,EVT0009-387871080,False,Tanker,232.8,47.3,10.9,2026-01-05T17:11:21Z,2026-01-06T09:59:55Z,16.809,102,0,0.469,0.4614,15.933,15.787,15.787,False,False,0.0,2026-01-05T22:11:02Z,2026-01-05T22:07:12Z,0.85,0.0678,0.1069,0.0653,0.921,14.39,181.0,0.97,30.6,EVT0009-HBEST
EVT0009,314502909,EVT0009-314502909,False,Tanker,269.0,50.1,11.7,2026-01-06T18:52:42Z,2026-01-07T03:03:48Z,8.185,54,0,0.282,0.2038,16.648,16.654,16.648,False,False,0.0,2026-01-07T02:19:57Z,2026-01-07T02:25:12Z,0.85,0.1585,0.2218,0.0204,0.8331,10.01,194.2,0.97,30.6,EVT0009-HBEST
EVT0009,741731333,EVT0009-741731333,False,Passenger,198.2,13.4,10.7,2026-01-05T15:12:10Z,2026-01-06T16:31:10Z,25.317,279,3,1.273,0.6325,32.312,32.334,32.312,False,False,0.0,2026-01-06T12:11:30Z,2026-01-06T12:07:12Z,0.4168,0.5577,0.0808,0.9999,0.3857,16.07,29.5,0.97,30.6,EVT0009-HBEST
EVT0009,405267985,EVT0009-405267985,False,Tug,24.5,8.0,2.0,2026-01-05T15:16:02Z,2026-01-07T03:02:45Z,35.779,196,1,3.263,0.9005,71.829,71.822,71.822,False,False,0.0,2026-01-06T22:28:23Z,2026-01-06T22:31:12Z,0.0579,0.827,0.3353,0.2378,0.1385,7.53,269.0,0.97,30.6,EVT0009-HBEST
EVT0010,405267985,EVT0010-405267985,True,Tug,24.5,8.0,2.0,2026-01-05T20:46:11Z,2026-01-07T08:40:19Z,35.902,190,1,3.535,0.8729,13.606,10.965,10.965,True,True,3.18,2026-01-06T10:45:44Z,2026-01-06T10:12:43Z,1.0,0.6891,0.2983,0.9302,0.2614,7.53,57.9,0.27,88.5,EVT0010-HBEST
EVT0010,666296434,EVT0010-666296434,False,Cargo,216.5,33.3,8.4,2026-01-05T20:43:16Z,2026-01-06T09:45:01Z,13.029,108,1,1.695,0.2998,44.11,44.109,44.109,False,False,0.0,2026-01-06T00:54:58Z,2026-01-06T00:54:43Z,0.2331,0.4247,0.1565,0.8185,0.5386,11.4,38.1,0.27,88.5,EVT0010-HBEST
EVT0010,701271671,EVT0010-701271671,False,Tug,29.2,6.6,2.0,2026-01-05T20:44:48Z,2026-01-06T21:46:16Z,25.024,277,1,5.003,0.5445,45.801,45.803,45.801,False,False,0.0,2026-01-06T05:11:32Z,2026-01-06T05:06:43Z,0.2118,0.5602,0.3489,0.381,0.4055,6.59,192.3,0.27,88.5,EVT0010-HBEST
EVT0010,741731333,EVT0010-741731333,False,Passenger,198.2,13.4,10.7,2026-01-05T20:48:23Z,2026-01-06T16:34:17Z,19.765,212,1,1.355,0.4806,67.829,65.052,65.052,True,False,0.0,2026-01-05T20:48:23Z,2026-01-05T20:42:43Z,0.0711,0.8909,0.0719,0.0423,0.0821,16.07,244.8,0.27,88.5,EVT0010-HBEST
EVT0010,387871080,EVT0010-387871080,False,Tanker,232.8,47.3,10.9,2026-01-05T20:49:33Z,2026-01-06T09:57:37Z,13.135,80,0,0.46,0.3619,76.557,76.558,76.557,False,False,0.0,2026-01-06T02:02:42Z,2026-01-06T02:00:43Z,0.0458,0.5971,0.0951,0.4924,0.4006,14.39,179.4,0.27,88.5,EVT0010-HBEST
EVT0011,611252685,EVT0011-611252685,True,Cargo,162.2,23.6,7.5,2026-01-07T16:34:31Z,2026-01-08T14:10:01Z,21.591,333,2,4.061,0.4769,52.122,28.529,28.529,True,False,0.0,2026-01-08T03:22:03Z,2026-01-08T04:23:16Z,0.156,0.7047,0.0953,0.9153,0.2714,15.01,23.5,0.91,349.7,EVT0011-HBEST
EVT0011,329813634,EVT0011-329813634,False,Passenger,134.1,26.4,8.5,2026-01-08T07:56:30Z,2026-01-08T19:11:15Z,11.246,114,1,0.291,0.2945,81.614,81.614,81.614,False,False,0.0,2026-01-08T09:41:56Z,2026-01-08T09:41:16Z,0.0126,0.0,0.0534,0.0,1.0,18.49,170.4,0.91,349.7,EVT0011-HBEST
EVT0011,554315731,EVT0011-554315731,False,Tug,34.3,8.6,4.0,2026-01-07T07:25:45Z,2026-01-08T18:58:50Z,35.551,499,3,2.351,0.8676,83.133,82.635,82.635,False,False,0.0,2026-01-07T07:25:45Z,2026-01-07T07:23:16Z,0.0331,0.9389,0.2724,0.0933,0.0118,8.71,134.1,0.91,349.7,EVT0011-HBEST
EVT0011,725796285,EVT0011-725796285,False,Fishing,31.2,4.3,2.0,2026-01-07T23:20:34Z,2026-01-08T19:22:23Z,20.03,379,0,0.146,0.5412,89.919,89.918,89.918,False,False,0.0,2026-01-08T02:16:28Z,2026-01-08T02:17:16Z,0.017,0.1585,0.364,0.0167,0.8325,6.97,154.8,0.91,349.7,EVT0011-HBEST
EVT0011,692133145,EVT0011-692133145,False,Fishing,29.7,5.8,2.0,2026-01-08T01:19:10Z,2026-01-08T05:38:17Z,4.319,29,0,0.381,0.1174,94.633,92.422,92.422,True,False,0.0,2026-01-08T05:38:17Z,2026-01-08T06:47:16Z,0.0114,0.0121,0.2249,0.8975,1.0,9.86,27.0,0.91,349.7,EVT0011-HBEST
EVT0012,624609674,EVT0012-624609674,True,Tug,31.7,6.2,2.0,2026-01-12T13:49:11Z,2026-01-13T10:37:24Z,20.804,123,1,2.701,0.5088,12.709,8.881,8.881,True,True,2.522,2026-01-12T22:52:33Z,2026-01-12T22:00:14Z,0.85,0.2482,0.4265,0.1102,0.7646,5.57,300.9,0.46,82.1,EVT0012-HBEST
EVT0012,592609471,EVT0012-592609471,False,Cargo,175.7,37.5,8.7,2026-01-11T22:47:26Z,2026-01-13T00:41:33Z,25.902,282,2,3.785,0.595,174.304,174.194,174.194,False,False,0.0,2026-01-11T22:47:26Z,2026-01-11T22:42:14Z,0.0003,0.6646,0.1084,0.9755,0.3054,13.79,64.1,0.46,82.1,EVT0012-HBEST
EVT0012,480469227,EVT0012-480469227,False,Fishing,22.6,6.0,2.0,2026-01-12T16:04:39Z,2026-01-13T10:41:11Z,18.609,104,1,5.907,0.3414,183.097,182.966,182.966,False,False,0.0,2026-01-13T10:41:11Z,2026-01-13T10:42:14Z,0.0001,0.0098,0.2306,0.9452,1.0,9.26,109.2,0.46,82.1,EVT0012-HBEST
EVT0012,425068991,EVT0012-425068991,False,Fishing,17.5,6.1,2.4,2026-01-11T22:45:16Z,2026-01-12T09:06:46Z,10.359,89,0,0.263,0.2924,280.483,280.278,280.278,False,False,0.0,2026-01-11T22:45:16Z,2026-01-11T22:42:14Z,0.0,0.3745,0.5157,0.9342,0.633,4.43,52.4,0.46,82.1,EVT0012-HBEST
EVT0012,427951534,EVT0012-427951534,False,Fishing,17.6,5.1,2.0,2026-01-12T22:09:09Z,2026-01-13T10:40:31Z,12.523,177,1,3.194,0.2327,305.185,304.95,304.95,False,False,0.0,2026-01-13T10:40:31Z,2026-01-13T10:42:14Z,0.0,0.0,0.5132,0.8456,1.0,4.46,128.4,0.46,82.1,EVT0012-HBEST
