event_id,forecast_id,forecast_horizon_hours,valid_timestamp,matched_observation_id,matched_timestamp,match_offset_hours,predicted_centroid_lat,predicted_centroid_lon,observed_future_polygon_wkt,observed_centroid_lat,observed_centroid_lon,trajectory_error_km,observed_region_coverage_iou,observed_in_forecast_envelope_frac,observed_centroid_in_envelope,calibration_ratio,well_calibrated
EVT0005,EVT0005-FC02,72.0,2026-01-17T14:12:40Z,EVT0005-OBS006,2026-01-17T19:34:59Z,5.372,38.203564,19.700765,"POLYGON ((20.115168 38.270994, 20.114001 38.272289, 20.108351 38.2733, 20.107038 38.27468, 20.10835 38.27731, 20.112567 38.27717, 20.114283 38.278602, 20.113064 38.281688, 20.107973 38.283018, 20.107942 38.285397, 20.112618 38.288564, 20.117892 38.288231, 20.120479 38.29088, 20.125214 38.292514, 20.126343 38.297785, 20.131706 38.301029, 20.130552 38.305876, 20.132017 38.307959, 20.135929 38.308182, 20.142981 38.312344, 20.150573 38.310022, 20.152625 38.312617, 20.159309 38.315622, 20.162701 38.314329, 20.169926 38.315189, 20.173646 38.312487, 20.177887 38.313328, 20.17985 38.311719, 20.178823 38.308638, 20.18004 38.306819, 20.185835 38.307848, 20.188285 38.306686, 20.188453 38.302551, 20.191826 38.299312, 20.189931 38.296322, 20.190345 38.290185, 20.188911 38.288172, 20.184111 38.287897, 20.177503 38.283884, 20.170912 38.283136, 20.166077 38.284771, 20.163344 38.280933, 20.158093 38.281335, 20.152675 38.278503, 20.142679 38.281979, 20.139478 38.279106, 20.139758 38.27596, 20.137426 38.273171, 20.13262 38.273632, 20.128884 38.270743, 20.12342 38.270864, 20.121005 38.267202, 20.122897 38.264053, 20.120999 38.262053, 20.115542 38.261609, 20.11361 38.258982, 20.114488 38.255688, 20.112428 38.254082, 20.103955 38.257968, 20.104722 38.260191, 20.109499 38.261829, 20.108558 38.26593, 20.114185 38.267918, 20.115168 38.270994))",38.291498,20.148578,41.992,0.0,1.0,True,7.4197,False
EVT0006,EVT0006-FC02,48.0,2026-01-10T04:39:11Z,EVT0006-OBS005,2026-01-10T11:03:46Z,6.41,36.680264,22.308744,"POLYGON ((22.379599 36.890339, 22.386305 36.890028, 22.38632 36.873838, 22.384229 36.873804, 22.383467 36.870935, 22.386305 36.870001, 22.386183 36.864945, 22.38331 36.867256, 22.383539 36.870368, 22.378605 36.871957, 22.376509 36.876869, 22.377297 36.879211, 22.382234 36.879712, 22.384055 36.882257, 22.381194 36.885302, 22.377989 36.886032, 22.374711 36.882227, 22.371801 36.882228, 22.370438 36.883658, 22.372485 36.886623, 22.376867 36.886839, 22.379599 36.890339))",36.880185,22.381286,23.2175,0.0,1.0,True,5.4758,False
EVT0006,EVT0006-FC02,72.0,2026-01-11T04:39:11Z,EVT0006-OBS006,2026-01-11T05:06:35Z,0.457,36.927858,22.212881,"POLYGON ((22.268083 36.945576, 22.271118 36.945184, 22.271934 36.941674, 22.273904 36.940536, 22.278231 36.943345, 22.282652 36.942797, 22.283942 36.944148, 22.283465 36.947966, 22.289999 36.952338, 22.309233 36.952097, 22.311798 36.957092, 22.323633 36.959453, 22.327124 36.963055, 22.333674 36.962717, 22.336927 36.965284, 22.341906 36.96269, 22.348842 36.965095, 22.352816 36.962605, 22.359312 36.96251, 22.3626 36.965734, 22.368837 36.965051, 22.374326 36.966841, 22.378055 36.969689, 22.380036 36.968993, 22.381364 36.966099, 22.386177 36.964254, 22.386102 36.938632, 22.384336 36.93904, 22.382663 36.941879, 22.376601 36.943953, 22.374167 36.943568, 22.370544 36.940194, 22.366926 36.94352, 22.364471 36.943894, 22.359049 36.935871, 22.3563 36.935886, 22.353596 36.939012, 22.34993 36.937963, 22.35091 36.932621, 22.348827 36.93045, 22.346246 36.931049, 22.342099 36.937665, 22.339629 36.93738, 22.335961 36.934083, 22.330891 36.936867, 22.320319 36.935275, 22.316688 36.932549, 22.310533 36.930711, 22.299669 36.939112, 22.293454 36.934882, 22.290881 36.934538, 22.287236 36.935998, 22.282631 36.935581, 22.280388 36.93848, 22.278067 36.938875, 22.275529 36.935123, 22.273482 36.934448, 22.270984 36.935653, 22.266599 36.942873, 22.268083 36.945576), (22.287961 36.940047, 22.291699 36.939355, 22.293412 36.942927, 22.291734 36.94391, 22.28805 36.942703, 22.287961 36.940047))",36.948727,22.33654,11.5131,0.0,1.0,True,1.4166,True
EVT0007,EVT0007-FC02,12.0,2026-01-15T11:34:26Z,EVT0007-OBS003,2026-01-15T16:02:15Z,4.464,38.265592,18.091556,"POLYGON ((18.046682 38.261561, 18.023279 38.262464, 18.023138 38.262476, 18.022998 38.262499, 18.022862 38.262534, 18.02273 38.262578, 18.022604 38.262633, 18.022485 38.262698, 18.022374 38.262771, 18.022273 38.262853, 18.022181 38.262943, 18.022101 38.263039, 18.022032 38.263142, 18.021976 38.263249, 18.01953 38.269484, 18.019496 38.269602, 18.019477 38.269722, 18.019472 38.269843, 18.019482 38.269964, 18.019507 38.270083, 18.019546 38.2702, 18.019599 38.270313, 18.019666 38.270421, 18.019745 38.270523, 18.019836 38.270618, 18.019939 38.270705, 18.098396 38.33477, 18.125284 38.334057, 18.223736 38.309781, 18.224411 38.309604, 18.224546 38.309562, 18.224675 38.30951, 18.224797 38.309449, 18.224911 38.309378, 18.225017 38.309298, 18.225112 38.30921, 18.225197 38.309115, 18.22527 38.309013, 18.22533 38.308907, 18.225378 38.308796, 18.225412 38.308681, 18.225433 38.308565, 18.22544 38.308447, 18.225422 38.293902, 18.225416 38.293789, 18.225396 38.293677, 18.225364 38.293567, 18.22532 38.293459, 18.225263 38.293356, 18.225195 38.293258, 18.225116 38.293165, 18.225027 38.293078, 18.224929 38.292999, 18.224822 38.292928, 18.221119 38.290686, 18.220995 38.290618, 18.220864 38.290562, 18.220727 38.290516, 18.193597 38.282503, 18.193461 38.282468, 18.193321 38.282443, 18.151762 38.276135, 18.135406 38.273822, 18.047107 38.261581, 18.046967 38.261563, 18.046825 38.261556, 18.046682 38.261561))",38.296956,18.122611,4.4955,0.0,1.0,True,1.456,True
EVT0007,EVT0007-FC02,24.0,2026-01-15T23:34:26Z,EVT0007-OBS003,2026-01-15T16:02:15Z,-7.536,38.305711,18.070826,"POLYGON ((18.046682 38.261561, 18.023279 38.262464, 18.023138 38.262476, 18.022998 38.262499, 18.022862 38.262534, 18.02273 38.262578, 18.022604 38.262633, 18.022485 38.262698, 18.022374 38.262771, 18.022273 38.262853, 18.022181 38.262943, 18.022101 38.263039, 18.022032 38.263142, 18.021976 38.263249, 18.01953 38.269484, 18.019496 38.269602, 18.019477 38.269722, 18.019472 38.269843, 18.019482 38.269964, 18.019507 38.270083, 18.019546 38.2702, 18.019599 38.270313, 18.019666 38.270421, 18.019745 38.270523, 18.019836 38.270618, 18.019939 38.270705, 18.098396 38.33477, 18.125284 38.334057, 18.223736 38.309781, 18.224411 38.309604, 18.224546 38.309562, 18.224675 38.30951, 18.224797 38.309449, 18.224911 38.309378, 18.225017 38.309298, 18.225112 38.30921, 18.225197 38.309115, 18.22527 38.309013, 18.22533 38.308907, 18.225378 38.308796, 18.225412 38.308681, 18.225433 38.308565, 18.22544 38.308447, 18.225422 38.293902, 18.225416 38.293789, 18.225396 38.293677, 18.225364 38.293567, 18.22532 38.293459, 18.225263 38.293356, 18.225195 38.293258, 18.225116 38.293165, 18.225027 38.293078, 18.224929 38.292999, 18.224822 38.292928, 18.221119 38.290686, 18.220995 38.290618, 18.220864 38.290562, 18.220727 38.290516, 18.193597 38.282503, 18.193461 38.282468, 18.193321 38.282443, 18.151762 38.276135, 18.135406 38.273822, 18.047107 38.261581, 18.046967 38.261563, 18.046825 38.261556, 18.046682 38.261561))",38.296956,18.122611,4.8217,0.0,1.0,True,0.857,True
EVT0007,EVT0007-FC02,48.0,2026-01-16T23:34:26Z,EVT0007-OBS005,2026-01-16T20:32:17Z,-3.036,38.37618,18.161816,"POLYGON ((18.254626 38.370025, 18.245047 38.392356, 18.245012 38.392471, 18.244991 38.392588, 18.244984 38.392706, 18.244978 38.419529, 18.244986 38.419651, 18.245008 38.419771, 18.245045 38.419889, 18.245096 38.420004, 18.245161 38.420113, 18.245239 38.420217, 18.245329 38.420314, 18.245431 38.420402, 18.260882 38.43184, 18.260991 38.43191, 18.383869 38.503872, 18.383989 38.503933, 18.384115 38.503983, 18.384246 38.504024, 18.403069 38.508809, 18.403207 38.508839, 18.412071 38.510423, 18.412211 38.510439, 18.412353 38.510445, 18.414676 38.51044, 18.414822 38.510434, 18.414967 38.510416, 18.415109 38.510386, 18.415246 38.510345, 18.415378 38.510293, 18.415503 38.510231, 18.41562 38.510159, 18.415728 38.510078, 18.415825 38.509988, 18.415911 38.509891, 18.415985 38.509788, 18.416047 38.509679, 18.418213 38.505115, 18.418261 38.505008, 18.418297 38.504897, 18.41832 38.504784, 18.41833 38.504669, 18.418326 38.504555, 18.418309 38.504441, 18.418279 38.504329, 18.418224 38.504158, 18.418181 38.504048, 18.418126 38.503942, 18.418058 38.503841, 18.417979 38.503746, 18.279662 38.364192, 18.27125 38.36388, 18.254626 38.370025))",38.434771,18.316145,15.511,0.0,1.0,True,2.3228,False
EVT0008,EVT0008-FC02,12.0,2026-01-13T09:10:16Z,EVT0008-OBS003,2026-01-13T18:17:26Z,9.119,37.380533,19.897261,"POLYGON ((19.925547 37.43871, 19.929021 37.440117, 19.927793 37.443608, 19.924362 37.445413, 19.924373 37.44792, 19.927812 37.449082, 19.933375 37.446107, 19.939405 37.450016, 19.942964 37.455337, 19.942521 37.45915, 19.944446 37.460909, 19.943493 37.463965, 19.945036 37.466148, 19.948131 37.466151, 19.950981 37.463762, 19.954135 37.464547, 19.957581 37.463584, 19.962168 37.465327, 19.963839 37.469742, 19.968969 37.471328, 19.97322 37.469639, 19.978078 37.471219, 19.980985 37.473948, 19.985645 37.473649, 19.990858 37.477728, 19.990474 37.480945, 19.992715 37.48356, 19.98951 37.48689, 19.990966 37.489746, 19.993279 37.489992, 19.998815 37.487575, 19.998993 37.482928, 20.002974 37.480143, 20.004542 37.481436, 20.003744 37.486075, 20.007493 37.490943, 20.010572 37.490951, 20.014487 37.488447, 20.022044 37.491878, 20.025882 37.491932, 20.026926 37.495054, 20.029601 37.496319, 20.033699 37.493329, 20.039115 37.493885, 20.041072 37.497674, 20.044724 37.499334, 20.04309 37.502975, 20.045385 37.505427, 20.049119 37.503665, 20.04828 37.500424, 20.050295 37.497957, 20.050026 37.494127, 20.05528 37.490601, 20.057418 37.491061, 20.059861 37.494314, 20.057225 37.496948, 20.057233 37.499486, 20.059887 37.500736, 20.062553 37.499469, 20.060806 37.494706, 20.063756 37.490558, 20.059636 37.487774, 20.057353 37.479622, 20.060152 37.478386, 20.06217 37.481702, 20.064347 37.482445, 20.06702 37.481185, 20.067337 37.479267, 20.064309 37.474146, 20.060726 37.472487, 20.062184 37.467444, 20.057963 37.465575, 20.054376 37.460897, 20.055504 37.459293, 20.06012 37.458694, 20.060908 37.456269, 20.058728 37.454488, 20.052312 37.454452, 20.048584 37.45603, 20.044255 37.455825, 20.042026 37.458792, 20.039112 37.459212, 20.036179 37.451729, 20.033674 37.449841, 20.033452 37.443668, 20.028856 37.441461, 20.029331 37.438127, 20.02713 37.435174, 20.029154 37.432094, 20.027606 37.429914, 20.023423 37.430848, 20.023119 37.432763, 20.025318 37.435722, 20.021709 37.44006, 20.016665 37.439508, 20.014152 37.434344, 20.007907 37.434284, 20.00384 37.431504, 20.001695 37.432232, 20.000493 37.435558, 19.997632 37.437881, 19.992081 37.437339, 19.991156 37.43448, 19.997177 37.432873, 19.999359 37.428182, 19.998555 37.425751, 19.995603 37.425109, 19.992701 37.427863, 19.989586 37.428069, 19.984344 37.424919, 19.98377 37.421549, 19.981099 37.420289, 19.978448 37.421544, 19.97695 37.425785, 19.973888 37.4259, 19.967133 37.422348, 19.963391 37.425667, 19.960959 37.425795, 19.957429 37.419914, 19.960866 37.415228, 19.957881 37.413356, 19.954961 37.415215, 19.957389 37.419614, 19.954283 37.421713, 19.952467 37.421514, 19.950238 37.418584, 19.944004 37.417934, 19.939782 37.421509, 19.932711 37.420858, 19.929828 37.428642, 19.930622 37.431863, 19.928718 37.434405, 19.92287 37.434151, 19.919914 37.436299, 19.914484 37.436077, 19.913038 37.437594, 19.913144 37.439924, 19.919517 37.441439, 19.925547 37.43871), (20.055348 37.467149, 20.056876 37.471261, 20.054509 37.472055, 20.051255 37.470449, 20.052158 37.466957, 20.055348 37.467149), (20.051865 37.476213, 20.053205 37.478251, 20.051647 37.479518, 20.046988 37.479568, 20.045077 37.47825, 20.046326 37.475836, 20.051865 37.476213), (20.040911 37.490395, 20.047862 37.489838, 20.047519 37.492113, 20.04224 37.493465, 20.0403 37.492608, 20.040911 37.490395), (20.039498 37.476975, 20.038024 37.477917, 20.035225 37.476846, 20.033943 37.474302, 20.034663 37.472928, 20.038442 37.472794, 20.039498 37.476975), (20.029796 37.489848, 20.027873 37.491602, 20.02587 37.49034, 20.025951 37.488019, 20.029092 37.487637, 20.029796 37.489848), (20.022181 37.446806, 20.019157 37.447678, 20.018174 37.445567, 20.021031 37.4447, 20.022181 37.446806), (20.014208 37.484468, 20.012169 37.487035, 20.009748 37.485048, 20.011926 37.483179, 20.014208 37.484468), (19.93964 37.426225, 19.94193 37.424663, 19.946135 37.425309, 19.946786 37.427999, 19.945201 37.430819, 19.943521 37.431376, 19.93985 37.429635, 19.93964 37.426225), (19.942702 37.437202, 19.945861 37.437533, 19.945349 37.440127, 19.94285 37.439886, 19.942702 37.437202), (19.934332 37.443107, 19.932603 37.440401, 19.93566 37.439616, 19.9362 37.442888, 19.934332 37.443107))",37.456825,19.996131,12.386,0.0,0.8637,True,5.7161,False
EVT0008,EVT0008-FC02,24.0,2026-01-13T21:10:16Z,EVT0008-OBS003,2026-01-13T18:17:26Z,-2.881,37.517593,19.943361,"POLYGON ((19.925547 37.43871, 19.929021 37.440117, 19.927793 37.443608, 19.924362 37.445413, 19.924373 37.44792, 19.927812 37.449082, 19.933375 37.446107, 19.939405 37.450016, 19.942964 37.455337, 19.942521 37.45915, 19.944446 37.460909, 19.943493 37.463965, 19.945036 37.466148, 19.948131 37.466151, 19.950981 37.463762, 19.954135 37.464547, 19.957581 37.463584, 19.962168 37.465327, 19.963839 37.469742, 19.968969 37.471328, 19.97322 37.469639, 19.978078 37.471219, 19.980985 37.473948, 19.985645 37.473649, 19.990858 37.477728, 19.990474 37.480945, 19.992715 37.48356, 19.98951 37.48689, 19.990966 37.489746, 19.993279 37.489992, 19.998815 37.487575, 19.998993 37.482928, 20.002974 37.480143, 20.004542 37.481436, 20.003744 37.486075, 20.007493 37.490943, 20.010572 37.490951, 20.014487 37.488447, 20.022044 37.491878, 20.025882 37.491932, 20.026926 37.495054, 20.029601 37.496319, 20.033699 37.493329, 20.039115 37.493885, 20.041072 37.497674, 20.044724 37.499334, 20.04309 37.502975, 20.045385 37.505427, 20.049119 37.503665, 20.04828 37.500424, 20.050295 37.497957, 20.050026 37.494127, 20.05528 37.490601, 20.057418 37.491061, 20.059861 37.494314, 20.057225 37.496948, 20.057233 37.499486, 20.059887 37.500736, 20.062553 37.499469, 20.060806 37.494706, 20.063756 37.490558, 20.059636 37.487774, 20.057353 37.479622, 20.060152 37.478386, 20.06217 37.481702, 20.064347 37.482445, 20.06702 37.481185, 20.067337 37.479267, 20.064309 37.474146, 20.060726 37.472487, 20.062184 37.467444, 20.057963 37.465575, 20.054376 37.460897, 20.055504 37.459293, 20.06012 37.458694, 20.060908 37.456269, 20.058728 37.454488, 20.052312 37.454452, 20.048584 37.45603, 20.044255 37.455825, 20.042026 37.458792, 20.039112 37.459212, 20.036179 37.451729, 20.033674 37.449841, 20.033452 37.443668, 20.028856 37.441461, 20.029331 37.438127, 20.02713 37.435174, 20.029154 37.432094, 20.027606 37.429914, 20.023423 37.430848, 20.023119 37.432763, 20.025318 37.435722, 20.021709 37.44006, 20.016665 37.439508, 20.014152 37.434344, 20.007907 37.434284, 20.00384 37.431504, 20.001695 37.432232, 20.000493 37.435558, 19.997632 37.437881, 19.992081 37.437339, 19.991156 37.43448, 19.997177 37.432873, 19.999359 37.428182, 19.998555 37.425751, 19.995603 37.425109, 19.992701 37.427863, 19.989586 37.428069, 19.984344 37.424919, 19.98377 37.421549, 19.981099 37.420289, 19.978448 37.421544, 19.97695 37.425785, 19.973888 37.4259, 19.967133 37.422348, 19.963391 37.425667, 19.960959 37.425795, 19.957429 37.419914, 19.960866 37.415228, 19.957881 37.413356, 19.954961 37.415215, 19.957389 37.419614, 19.954283 37.421713, 19.952467 37.421514, 19.950238 37.418584, 19.944004 37.417934, 19.939782 37.421509, 19.932711 37.420858, 19.929828 37.428642, 19.930622 37.431863, 19.928718 37.434405, 19.92287 37.434151, 19.919914 37.436299, 19.914484 37.436077, 19.913038 37.437594, 19.913144 37.439924, 19.919517 37.441439, 19.925547 37.43871), (20.055348 37.467149, 20.056876 37.471261, 20.054509 37.472055, 20.051255 37.470449, 20.052158 37.466957, 20.055348 37.467149), (20.051865 37.476213, 20.053205 37.478251, 20.051647 37.479518, 20.046988 37.479568, 20.045077 37.47825, 20.046326 37.475836, 20.051865 37.476213), (20.040911 37.490395, 20.047862 37.489838, 20.047519 37.492113, 20.04224 37.493465, 20.0403 37.492608, 20.040911 37.490395), (20.039498 37.476975, 20.038024 37.477917, 20.035225 37.476846, 20.033943 37.474302, 20.034663 37.472928, 20.038442 37.472794, 20.039498 37.476975), (20.029796 37.489848, 20.027873 37.491602, 20.02587 37.49034, 20.025951 37.488019, 20.029092 37.487637, 20.029796 37.489848), (20.022181 37.446806, 20.019157 37.447678, 20.018174 37.445567, 20.021031 37.4447, 20.022181 37.446806), (20.014208 37.484468, 20.012169 37.487035, 20.009748 37.485048, 20.011926 37.483179, 20.014208 37.484468), (19.93964 37.426225, 19.94193 37.424663, 19.946135 37.425309, 19.946786 37.427999, 19.945201 37.430819, 19.943521 37.431376, 19.93985 37.429635, 19.93964 37.426225), (19.942702 37.437202, 19.945861 37.437533, 19.945349 37.440127, 19.94285 37.439886, 19.942702 37.437202), (19.934332 37.443107, 19.932603 37.440401, 19.93566 37.439616, 19.9362 37.442888, 19.934332 37.443107))",37.456825,19.996131,8.3017,0.0,0.9203,True,3.304,False
EVT0008,EVT0008-FC02,48.0,2026-01-14T21:10:16Z,EVT0008-OBS004,2026-01-14T15:44:00Z,-5.438,37.78787,19.96283,"POLYGON ((20.208869 37.802723, 20.210594 37.806722, 20.215042 37.807719, 20.217335 37.810739, 20.220702 37.810739, 20.224435 37.808186, 20.229161 37.809778, 20.229961 37.816699, 20.235545 37.822541, 20.238157 37.822814, 20.2411 37.820006, 20.2436 37.819883, 20.246013 37.822152, 20.250187 37.822632, 20.255262 37.827493, 20.259684 37.827571, 20.265616 37.830416, 20.267908 37.833302, 20.277985 37.83304, 20.282215 37.838701, 20.286381 37.839157, 20.289419 37.842218, 20.295144 37.84156, 20.297896 37.845338, 20.29337 37.848043, 20.295744 37.851454, 20.299085 37.850735, 20.29996 37.84643, 20.302543 37.84569, 20.305729 37.847496, 20.305446 37.851184, 20.30787 37.853155, 20.313214 37.851324, 20.321635 37.855462, 20.330714 37.851264, 20.332887 37.85453, 20.332012 37.858912, 20.33642 37.861161, 20.335885 37.865893, 20.342188 37.867691, 20.345159 37.866287, 20.345165 37.863519, 20.342004 37.859725, 20.34433 37.855152, 20.348104 37.853265, 20.348101 37.850483, 20.340705 37.848072, 20.335856 37.847943, 20.333877 37.844197, 20.328261 37.843044, 20.327283 37.83912, 20.322812 37.835741, 20.325843 37.833017, 20.325835 37.830253, 20.322862 37.828849, 20.318976 37.831228, 20.316788 37.830784, 20.316709 37.826523, 20.31195 37.823998, 20.314124 37.81942, 20.312422 37.816988, 20.309813 37.816712, 20.304753 37.819397, 20.298656 37.814475, 20.293491 37.81443, 20.291491 37.809527, 20.286348 37.810169, 20.283009 37.808084, 20.279257 37.807981, 20.275724 37.804751, 20.275964 37.801769, 20.274374 37.800068, 20.271788 37.799789, 20.268807 37.801918, 20.266615 37.801906, 20.264085 37.800361, 20.264002 37.79672, 20.260269 37.794362, 20.246672 37.792054, 20.24354 37.789648, 20.240916 37.789928, 20.236919 37.793123, 20.233482 37.79075, 20.227254 37.790302, 20.224165 37.787172, 20.21295 37.789382, 20.212088 37.787668, 20.215279 37.784395, 20.212723 37.781689, 20.209457 37.782416, 20.207837 37.785606, 20.202508 37.787047, 20.19979 37.791177, 20.202919 37.801246, 20.208869 37.802723))",37.819871,20.272343,28.4478,0.0,1.0,True,5.4653,False
EVT0008,EVT0008-FC02,72.0,2026-01-15T21:10:16Z,EVT0008-OBS005,2026-01-15T14:38:06Z,-6.536,38.028513,19.925931,"POLYGON ((20.41143 38.033577, 20.409885 38.035779, 20.392829 38.122533, 20.394679 38.124854, 20.402926 38.126766, 20.488721 38.089722, 20.490921 38.087914, 20.496117 38.081382, 20.49765 38.079195, 20.495363 38.076759, 20.455011 38.049957, 20.422667 38.031984, 20.419986 38.03072, 20.41143 38.033577))",38.07962,20.436122,46.8699,0.0,1.0,True,7.4075,False
EVT0009,EVT0009-FC02,12.0,2026-01-09T13:11:31Z,EVT0009-OBS004,2026-01-09T23:46:21Z,10.58,38.211156,21.036453,"POLYGON ((20.887399 38.357532, 20.887246 38.357552, 20.887097 38.357585, 20.886953 38.35763, 20.886816 38.357687, 20.886686 38.357755, 20.886566 38.357834, 20.883451 38.360113, 20.883351 38.360194, 20.866065 38.375089, 20.865969 38.375172, 20.84237 38.39778, 20.842278 38.397872, 20.842199 38.397972, 20.842131 38.398078, 20.825465 38.429222, 20.825415 38.429333, 20.825378 38.429447, 20.820927 38.44866, 20.82091 38.448779, 20.819783 38.46169, 20.819787 38.46181, 20.819805 38.461929, 20.819837 38.462046, 20.822899 38.470064, 20.822946 38.47018, 20.823008 38.470291, 20.823082 38.470396, 20.823169 38.470495, 20.823268 38.470587, 20.823378 38.470669, 20.823497 38.470743, 20.823624 38.470806, 20.823759 38.470858, 20.823899 38.470899, 20.824044 38.470928, 20.824191 38.470945, 20.831729 38.471294, 20.831877 38.471289, 20.832024 38.471272, 20.946582 38.450407, 20.969603 38.428237, 20.96849 38.42307, 20.911731 38.358081, 20.911644 38.357984, 20.911547 38.357896, 20.911439 38.357816, 20.911322 38.357744, 20.911198 38.357683, 20.911066 38.357632, 20.910929 38.357591, 20.910788 38.357562, 20.910644 38.357544, 20.910498 38.357538, 20.887553 38.357526, 20.887399 38.357532))",38.418854,20.890516,26.6772,0.0,0.429,False,11.3118,False
EVT0009,EVT0009-FC02,24.0,2026-01-10T01:11:31Z,EVT0009-OBS004,2026-01-09T23:46:21Z,-1.42,38.370956,20.894447,"POLYGON ((20.887399 38.357532, 20.887246 38.357552, 20.887097 38.357585, 20.886953 38.35763, 20.886816 38.357687, 20.886686 38.357755, 20.886566 38.357834, 20.883451 38.360113, 20.883351 38.360194, 20.866065 38.375089, 20.865969 38.375172, 20.84237 38.39778, 20.842278 38.397872, 20.842199 38.397972, 20.842131 38.398078, 20.825465 38.429222, 20.825415 38.429333, 20.825378 38.429447, 20.820927 38.44866, 20.82091 38.448779, 20.819783 38.46169, 20.819787 38.46181, 20.819805 38.461929, 20.819837 38.462046, 20.822899 38.470064, 20.822946 38.47018, 20.823008 38.470291, 20.823082 38.470396, 20.823169 38.470495, 20.823268 38.470587, 20.823378 38.470669, 20.823497 38.470743, 20.823624 38.470806, 20.823759 38.470858, 20.823899 38.470899, 20.824044 38.470928, 20.824191 38.470945, 20.831729 38.471294, 20.831877 38.471289, 20.832024 38.471272, 20.946582 38.450407, 20.969603 38.428237, 20.96849 38.42307, 20.911731 38.358081, 20.911644 38.357984, 20.911547 38.357896, 20.911439 38.357816, 20.911322 38.357744, 20.911198 38.357683, 20.911066 38.357632, 20.910929 38.357591, 20.910788 38.357562, 20.910644 38.357544, 20.910498 38.357538, 20.887553 38.357526, 20.887399 38.357532))",38.418854,20.890516,5.3441,0.0,1.0,True,1.1539,True
EVT0010,EVT0010-FC02,12.0,2026-01-09T07:12:39Z,EVT0010-OBS003,2026-01-09T13:21:25Z,6.146,36.965466,21.784851,"POLYGON ((21.838353 37.056715, 21.837292 37.066, 21.837808 37.068653, 21.856095 37.107422, 21.864195 37.112078, 21.943285 37.129069, 21.949775 37.130014, 21.958141 37.128988, 21.962255 37.12764, 21.967388 37.121101, 21.964753 37.115144, 21.933801 37.093192, 21.893557 37.070212, 21.846532 37.054729, 21.838353 37.056715))",37.095719,21.895798,17.6805,0.0,0.9887,True,7.0796,False
EVT0010,EVT0010-FC02,24.0,2026-01-09T19:12:39Z,EVT0010-OBS003,2026-01-09T13:21:25Z,-5.854,37.165811,21.831365,"POLYGON ((21.838353 37.056715, 21.837292 37.066, 21.837808 37.068653, 21.856095 37.107422, 21.864195 37.112078, 21.943285 37.129069, 21.949775 37.130014, 21.958141 37.128988, 21.962255 37.12764, 21.967388 37.121101, 21.964753 37.115144, 21.933801 37.093192, 21.893557 37.070212, 21.846532 37.054729, 21.838353 37.056715))",37.095719,21.895798,9.7674,0.0,0.8911,True,5.6505,False
